@RELATION GENERIC
@ATTRIBUTE demo1 REAL
@ATTRIBUTE demo2 {1.000000,0.000000}
@ATTRIBUTE demo3 REAL
@ATTRIBUTE demo4 REAL
@ATTRIBUTE demo5 {1.000000,0.000000}
@ATTRIBUTE psych1 REAL
@ATTRIBUTE psych2 REAL
@ATTRIBUTE psych3 REAL
@ATTRIBUTE psych4 REAL
@ATTRIBUTE psych5 REAL
@ATTRIBUTE psych6 REAL
@ATTRIBUTE psych7 REAL
@ATTRIBUTE psych8 REAL
@ATTRIBUTE psych9 REAL
@ATTRIBUTE psych10 REAL
@ATTRIBUTE psych11 REAL
@ATTRIBUTE psych12 REAL
@ATTRIBUTE psych13 REAL
@ATTRIBUTE psych14 REAL
@ATTRIBUTE psych15 REAL
@ATTRIBUTE psych16 REAL
@ATTRIBUTE psych17 REAL
@ATTRIBUTE history1 REAL
@ATTRIBUTE history2 REAL
@ATTRIBUTE history3 REAL
@ATTRIBUTE history4 REAL
@ATTRIBUTE history5 REAL
@ATTRIBUTE history6 REAL
@ATTRIBUTE history7 REAL
@ATTRIBUTE history8 REAL
@ATTRIBUTE history9 REAL
@ATTRIBUTE history10 REAL
@ATTRIBUTE history11 REAL
@ATTRIBUTE history12 REAL
@ATTRIBUTE history13 REAL
@ATTRIBUTE history14 REAL
@ATTRIBUTE history15 REAL
@ATTRIBUTE history16 REAL
@ATTRIBUTE history17 REAL
@ATTRIBUTE genetic1 REAL
@ATTRIBUTE genetic2 REAL
@ATTRIBUTE genetic3 REAL
@ATTRIBUTE genetic4 REAL
@ATTRIBUTE genetic5 REAL
@ATTRIBUTE genetic6 REAL
@ATTRIBUTE genetic7 REAL
@ATTRIBUTE genetic8 REAL
@ATTRIBUTE genetic9 REAL
@ATTRIBUTE genetic10 REAL
@ATTRIBUTE genetic11 REAL
@ATTRIBUTE genetic12 REAL
@ATTRIBUTE genetic13 REAL
@ATTRIBUTE genetic14 REAL
@ATTRIBUTE genetic15 REAL
@ATTRIBUTE genetic16 REAL
@ATTRIBUTE genetic17 REAL
@ATTRIBUTE brain1 REAL
@ATTRIBUTE brain2 REAL
@ATTRIBUTE brain3 REAL
@ATTRIBUTE brain4 REAL
@ATTRIBUTE brain5 REAL
@ATTRIBUTE brain6 REAL
@ATTRIBUTE class {1.000000,0.000000}
@DATA
15.279452,1.000000,5.000000,14.000000,0.000000,0.025500,100.000000,87.000000,26.000000,25.000000,28.000000,31.000000,2.600000,2.800000,2.800000,2.285714,3.200000,2.416667,1.916667,1.583333,2.166667,1.416667,0.000000,0.250000,0.330000,0.330000,0.400000,0.670000,0.000000,-1.500000,1.130000,-0.670000,-1.500000,-0.400000,-0.330000,-1.140000,0.000000,1.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000954,0.003199,-0.003359,0.000653,-0.000221,-0.000466,1.000000
14.495890,0.000000,4.000000,10.000000,1.000000,0.015100,92.000000,97.000000,30.000000,27.000000,32.000000,33.000000,1.600000,3.400000,3.400000,1.285714,2.600000,1.333333,1.416667,2.666667,1.833333,3.083333,1.000000,0.500000,1.000000,0.170000,0.000000,0.330000,0.290000,-1.000000,1.380000,-1.670000,-1.670000,-1.800000,0.000000,0.430000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000099,0.001523,-0.000649,0.000316,-0.000403,-0.000448,1.000000
14.547945,1.000000,4.000000,24.000000,1.000000,0.015000,88.000000,136.000000,19.000000,17.000000,24.000000,30.000000,2.200000,1.800000,1.800000,1.571429,2.600000,0.833333,2.166667,2.833333,2.166667,3.250000,0.250000,0.630000,0.330000,0.000000,0.200000,0.000000,0.000000,-1.000000,1.130000,-1.670000,-1.000000,-1.400000,0.000000,-0.290000,0.000000,1.000000,1.000000,0.000000,0.000000,1.000000,2.000000,0.000000,0.000000,0.000000,0.000000,2.000000,0.000000,0.000000,1.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000063,0.000062,-0.000262,0.000554,0.000052,-0.000616,1.000000
14.608219,1.000000,4.000000,17.000000,1.000000,0.009890,88.000000,111.000000,22.000000,19.000000,33.000000,25.000000,2.400000,2.400000,2.400000,2.000000,2.000000,2.416667,2.083333,1.750000,2.666667,1.750000,0.250000,0.250000,0.330000,0.170000,0.000000,1.000000,0.000000,-1.250000,1.130000,-1.000000,-1.330000,-1.400000,-0.330000,0.290000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.000042,-0.000840,-0.000399,-0.000067,-0.000015,-0.000549,1.000000
14.136986,0.000000,2.000000,19.000000,0.000000,0.020200,117.000000,103.000000,30.000000,29.000000,37.000000,30.000000,2.200000,2.800000,2.800000,1.571429,3.200000,1.500000,1.666667,2.916667,1.916667,2.416667,0.250000,0.750000,0.330000,0.000000,0.200000,0.670000,0.430000,-1.250000,1.000000,-1.000000,-1.170000,-1.200000,-0.670000,-0.570000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000284,-0.001526,-0.000713,0.000686,-0.000090,-0.000687,1.000000
14.465753,1.000000,3.000000,13.000000,1.000000,0.082400,94.000000,77.000000,24.000000,21.000000,24.000000,32.000000,1.800000,2.200000,2.200000,1.857143,2.800000,1.833333,2.250000,2.666667,2.750000,3.083333,0.750000,0.750000,0.000000,0.000000,0.000000,0.670000,0.000000,-1.500000,0.880000,0.000000,-0.830000,-1.200000,0.000000,-0.290000,0.000000,1.000000,1.000000,0.000000,1.000000,1.000000,0.000000,1.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,1.000000,2.000000,0.000000,2.000000,0.000000,1.000000,0.000321,0.000688,0.000361,0.000208,0.000320,-0.000475,1.000000
13.682192,0.000000,1.000000,20.000000,1.000000,0.114000,98.000000,122.000000,29.000000,27.000000,25.000000,31.000000,2.200000,2.000000,2.000000,1.142857,3.000000,0.416667,1.666667,2.416667,2.416667,3.416667,0.500000,0.380000,0.000000,0.330000,0.000000,0.000000,0.000000,-1.250000,1.000000,-1.000000,-1.500000,-1.400000,-0.330000,-0.290000,0.000000,1.000000,1.000000,0.000000,1.000000,0.000000,1.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,1.000000,2.000000,0.000131,0.000112,-0.002406,-0.000670,0.000036,-0.000449,1.000000
14.536986,0.000000,3.000000,17.612613,1.000000,0.046300,100.000000,103.000000,26.000000,17.000000,31.000000,32.000000,2.200000,2.600000,2.600000,2.285714,2.000000,2.000000,1.833333,1.833333,1.916667,1.583333,0.250000,0.630000,0.670000,0.670000,0.600000,0.670000,0.000000,-1.750000,0.380000,-1.330000,-1.330000,-1.000000,0.000000,-0.710000,0.000000,1.000000,0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,0.000000,0.000000,0.000000,2.000000,0.000000,0.000000,1.000000,1.000000,0.000000,0.000000,2.000000,0.000000,0.001945,-0.000573,-0.000902,0.001093,-0.000046,-0.000508,1.000000
14.975342,0.000000,3.000000,12.000000,0.000000,0.127000,81.000000,103.000000,33.000000,29.000000,29.000000,41.000000,2.800000,2.400000,2.400000,2.142857,2.400000,1.333333,2.250000,3.333333,2.250000,1.500000,0.250000,0.750000,0.330000,0.000000,0.200000,1.000000,0.290000,-1.500000,0.880000,-1.000000,-1.170000,-0.800000,-0.670000,0.140000,0.000000,1.000000,1.000000,0.000000,1.000000,0.000000,1.000000,1.000000,0.000000,2.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,1.000000,-0.000115,-0.000302,-0.000550,-0.000000,-0.000313,-0.000577,1.000000
15.024658,1.000000,4.000000,20.000000,1.000000,0.006720,104.000000,105.000000,24.000000,18.000000,30.000000,32.000000,2.800000,2.000000,2.000000,2.000000,2.400000,1.750000,2.750000,1.916667,2.583333,3.083333,0.750000,0.630000,0.000000,0.500000,0.000000,0.330000,0.140000,-1.500000,1.250000,-2.000000,-0.830000,-1.600000,0.000000,0.570000,0.000000,0.000000,0.000000,1.000000,1.000000,0.000000,1.000000,1.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,1.000000,0.001461,-0.000585,-0.000523,-0.000078,-0.001717,-0.000575,1.000000
14.183562,1.000000,5.000000,23.000000,1.000000,0.092000,92.000000,122.000000,38.000000,20.000000,31.000000,41.000000,2.400000,3.000000,3.000000,1.285714,2.600000,1.916667,2.416667,3.083333,1.916667,2.750000,0.250000,0.630000,0.000000,0.170000,0.000000,0.670000,0.290000,-1.000000,1.630000,-1.000000,-1.000000,-1.000000,0.670000,0.000000,0.000000,1.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000310,0.000161,-0.000333,0.000528,0.000111,-0.000487,1.000000
14.257534,0.000000,3.000000,16.000000,0.000000,0.002350,141.000000,130.000000,24.000000,23.000000,26.000000,38.000000,1.200000,2.200000,2.200000,1.571429,3.400000,0.416667,3.333333,2.666667,3.583333,3.500000,0.750000,0.750000,0.000000,0.000000,0.200000,0.670000,0.430000,-0.750000,1.000000,-1.000000,-0.670000,-1.400000,-0.330000,0.710000,0.000000,0.000000,0.000000,1.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,1.000000,0.000000,1.000000,1.000000,0.000000,0.000470,0.000788,-0.000465,0.000014,-0.000340,-0.000597,1.000000
14.158904,0.000000,3.000000,18.000000,1.000000,0.033400,94.000000,124.000000,17.000000,21.000000,22.000000,28.000000,1.400000,2.200000,2.200000,1.428571,2.800000,0.750000,2.416667,2.250000,2.166667,2.666667,0.250000,0.250000,0.000000,0.000000,0.000000,0.330000,0.000000,-1.500000,0.630000,-1.670000,-1.500000,-1.400000,0.330000,-0.140000,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,1.000000,1.000000,0.000000,0.000000,0.000000,2.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,1.000000,0.001628,-0.000220,0.000449,0.000806,0.000025,-0.000514,1.000000
14.112329,1.000000,4.000000,19.000000,1.000000,0.033300,119.000000,105.000000,22.000000,14.000000,21.000000,30.000000,1.600000,1.800000,1.800000,1.000000,2.400000,1.750000,1.500000,2.083333,3.083333,3.250000,0.500000,0.630000,0.000000,0.170000,0.000000,0.670000,0.140000,-1.000000,0.500000,-1.330000,-0.830000,-1.000000,-0.670000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,1.000000,0.000000,0.000000,1.000000,1.000000,1.000000,0.000000,0.000000,2.000000,0.000845,0.000417,0.000662,0.000568,-0.000063,-0.000423,1.000000
14.243836,0.000000,3.000000,18.183206,1.000000,0.007780,110.000000,117.000000,17.000000,14.000000,24.000000,31.000000,2.600000,2.400000,2.400000,2.428571,2.000000,1.916667,2.750000,1.750000,2.583333,2.583333,0.750000,0.380000,0.330000,0.170000,0.400000,0.330000,0.290000,-1.000000,1.000000,-1.000000,-1.330000,-1.200000,-0.330000,0.140000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,1.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000260,-0.001191,0.002339,-0.000901,0.000041,-0.000472,1.000000
14.076712,0.000000,3.000000,17.292035,1.000000,0.004610,112.000000,122.000000,26.000000,21.000000,29.000000,33.000000,1.400000,2.000000,2.000000,1.857143,3.000000,1.416667,1.833333,2.833333,2.500000,1.833333,0.500000,0.130000,0.000000,0.000000,0.000000,0.000000,0.000000,-1.500000,0.380000,-1.330000,-1.170000,-1.200000,-0.670000,-0.430000,0.000000,1.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,1.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000329,0.004562,-0.002138,0.000735,-0.000030,-0.000502,1.000000
15.002740,1.000000,4.000000,18.000000,1.000000,0.000271,79.000000,77.000000,25.000000,23.000000,31.000000,31.000000,2.800000,2.200000,2.200000,1.857143,2.800000,1.833333,1.666667,3.333333,2.416667,1.916667,0.750000,0.500000,0.000000,0.170000,0.200000,0.330000,0.140000,-1.000000,0.380000,-1.330000,-1.170000,-1.400000,-1.000000,-0.140000,0.000000,1.000000,1.000000,1.000000,1.000000,0.000000,1.000000,1.000000,1.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000603,0.000434,-0.000125,-0.000116,0.000196,-0.000340,1.000000
14.419178,0.000000,3.000000,19.000000,1.000000,0.004640,131.000000,111.000000,38.000000,28.000000,21.000000,35.000000,2.200000,3.000000,3.000000,2.142857,3.000000,1.500000,2.000000,2.833333,2.000000,1.666667,0.000000,0.500000,0.670000,0.000000,0.000000,0.000000,0.430000,-1.500000,1.250000,-0.670000,-0.830000,-1.400000,-0.670000,0.710000,1.000000,0.000000,0.000000,0.000000,1.000000,0.000000,2.000000,1.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,1.000000,-0.000318,-0.000940,0.000069,0.000661,-0.000049,-0.000543,1.000000
14.928767,1.000000,4.000000,17.000000,1.000000,0.006530,117.000000,117.000000,21.000000,18.000000,15.000000,34.000000,2.000000,2.000000,2.000000,2.714286,2.800000,2.416667,2.500000,1.250000,2.583333,1.083333,0.500000,0.500000,0.330000,0.670000,0.400000,0.330000,0.000000,-0.750000,0.880000,-1.330000,-0.830000,-1.400000,0.330000,0.000000,0.000000,0.000000,0.000000,2.000000,1.000000,0.000000,1.000000,1.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,1.000000,0.000000,0.000000,1.000000,2.000000,1.000000,-0.000003,0.000936,-0.000377,-0.000518,-0.000078,-0.000339,1.000000
14.413699,1.000000,4.000000,24.000000,1.000000,0.007780,106.000000,103.000000,31.000000,25.000000,31.000000,38.000000,2.400000,3.000000,3.000000,1.571429,3.400000,2.000000,3.083333,2.916667,2.666667,2.583333,0.500000,0.380000,0.000000,0.170000,0.600000,0.670000,0.140000,-0.750000,0.630000,-1.670000,-1.330000,-1.400000,-0.330000,-0.290000,0.000000,0.000000,0.000000,1.000000,1.000000,0.000000,1.000000,1.000000,0.000000,1.000000,0.000000,1.000000,0.000000,0.000000,1.000000,1.000000,0.000000,1.000000,2.000000,1.000000,-0.000081,0.001044,0.001291,-0.000405,-0.000191,-0.000307,1.000000
14.287671,1.000000,4.000000,17.000000,1.000000,0.003100,94.000000,103.000000,26.000000,17.000000,32.000000,31.000000,3.200000,2.000000,2.000000,2.000000,2.400000,2.000000,2.166667,2.916667,2.416667,2.666667,0.000000,0.380000,0.000000,0.170000,0.000000,0.000000,0.140000,-2.000000,1.000000,-2.000000,-1.830000,-1.800000,-0.670000,-0.570000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000200,0.001053,-0.000175,0.000071,0.000054,-0.000290,1.000000
14.449315,1.000000,4.000000,8.000000,1.000000,0.025400,94.000000,109.000000,15.000000,23.000000,39.000000,27.000000,2.600000,2.800000,2.800000,1.857143,3.000000,2.666667,2.166667,1.833333,2.083333,2.500000,0.500000,0.500000,0.330000,0.330000,0.200000,0.670000,0.000000,-1.750000,1.380000,-1.330000,-1.830000,-1.800000,-1.670000,-0.140000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,1.000000,0.000323,-0.000419,0.000167,-0.000704,0.000152,-0.000321,1.000000
14.904110,1.000000,5.000000,23.000000,1.000000,0.001340,104.000000,115.000000,18.000000,10.000000,20.000000,21.000000,2.800000,2.000000,2.000000,1.571429,1.600000,2.416667,3.083333,1.666667,3.416667,3.083333,0.750000,0.500000,0.000000,0.170000,0.000000,0.330000,0.140000,-1.500000,0.750000,-1.330000,-1.330000,-2.000000,-1.000000,0.860000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000102,0.000037,0.000386,-0.001397,0.000085,-0.000440,1.000000
13.786301,1.000000,4.000000,15.000000,1.000000,0.007780,100.000000,122.000000,30.000000,22.000000,31.000000,33.000000,2.200000,2.600000,2.600000,2.571429,2.200000,3.500000,2.083333,1.916667,2.416667,3.000000,0.250000,0.380000,0.330000,0.170000,0.400000,0.000000,0.430000,-1.500000,1.500000,-1.000000,-1.500000,-1.800000,-0.330000,-0.140000,0.000000,0.000000,0.000000,2.000000,2.000000,1.000000,0.000000,2.000000,0.000000,1.000000,0.000000,1.000000,0.000000,1.000000,0.000000,2.000000,0.000000,1.000000,1.000000,1.000000,0.000493,0.000550,0.000643,-0.000053,0.000007,-0.000334,1.000000
14.663014,0.000000,3.000000,14.000000,1.000000,0.005830,88.000000,99.000000,22.000000,20.000000,27.000000,26.000000,1.800000,2.000000,2.000000,1.428571,2.800000,1.583333,1.666667,2.166667,2.500000,2.916667,0.250000,0.380000,0.000000,0.170000,0.000000,0.000000,0.000000,-1.000000,0.750000,-1.000000,-1.170000,-1.200000,-1.000000,-0.290000,0.000000,1.000000,1.000000,0.000000,2.000000,0.000000,0.000000,2.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000503,0.000770,0.000231,-0.000643,0.000075,-0.000330,1.000000
14.775342,0.000000,4.000000,15.000000,1.000000,0.054900,92.000000,99.000000,24.000000,22.000000,22.000000,31.000000,2.400000,3.000000,3.000000,1.000000,3.200000,2.166667,1.916667,2.166667,1.916667,1.833333,0.250000,0.630000,0.000000,0.330000,0.200000,0.000000,0.290000,-1.250000,1.500000,-2.000000,-2.000000,-0.800000,-2.000000,0.860000,0.000000,0.000000,0.000000,1.000000,0.000000,1.000000,1.000000,0.000000,0.000000,1.000000,0.000000,2.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,2.000000,0.000000,-0.000277,0.000114,-0.001358,0.000304,-0.000175,-0.000377,1.000000
14.016438,1.000000,3.000000,17.000000,1.000000,0.010700,111.161290,110.645161,31.000000,24.000000,32.000000,38.000000,2.600000,2.600000,2.600000,1.857143,2.000000,1.750000,2.083333,2.333333,2.500000,2.083333,0.500000,0.250000,0.330000,0.170000,0.000000,0.670000,0.140000,-1.250000,1.630000,-1.330000,-0.830000,-0.600000,-0.330000,-0.430000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.000119,0.000089,-0.000702,0.001028,0.000138,-0.000384,1.000000
14.010959,0.000000,4.000000,20.000000,1.000000,0.000240,125.000000,124.000000,22.000000,21.000000,26.000000,39.000000,3.000000,2.000000,2.000000,1.285714,2.400000,1.583333,2.833333,2.083333,2.333333,2.666667,0.750000,0.750000,0.330000,0.170000,0.000000,0.330000,0.140000,-1.500000,0.750000,-1.670000,-1.670000,-2.000000,-0.330000,0.430000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,1.000000,0.000000,1.000000,0.000000,0.000000,1.000000,2.000000,0.000000,1.000000,0.000000,1.000000,0.000370,0.000972,-0.000172,0.001620,0.000221,-0.000466,1.000000
14.506849,0.000000,3.000000,24.000000,1.000000,0.003120,112.000000,124.000000,22.000000,14.000000,23.000000,28.000000,2.800000,2.200000,2.200000,2.571429,2.200000,2.916667,2.166667,1.750000,2.416667,2.500000,0.500000,0.380000,0.330000,0.500000,0.200000,0.670000,0.140000,-1.000000,0.880000,-1.330000,-1.170000,-1.400000,-0.670000,-0.290000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000765,0.000671,0.000904,-0.001412,-0.000444,-0.000419,1.000000
14.597260,1.000000,4.000000,15.000000,1.000000,0.001390,100.000000,122.000000,22.000000,14.000000,27.000000,33.000000,2.400000,2.000000,2.000000,2.000000,2.200000,1.583333,2.000000,2.333333,2.500000,3.000000,0.500000,0.250000,0.000000,0.170000,0.000000,0.000000,0.290000,-1.250000,0.380000,-1.330000,-1.500000,-1.400000,-1.000000,-0.140000,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,1.000000,1.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.000474,0.001066,-0.000164,-0.000282,-0.000087,-0.000200,1.000000
14.383562,1.000000,4.000000,16.000000,1.000000,0.020200,94.000000,81.000000,23.000000,21.000000,27.000000,35.000000,2.800000,2.200000,2.200000,1.714286,3.200000,1.916667,1.833333,2.750000,2.750000,2.666667,0.250000,0.500000,0.000000,0.000000,0.400000,0.330000,0.430000,-1.750000,0.880000,-1.670000,-1.670000,-0.600000,-0.670000,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,2.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,1.000000,1.000000,0.000845,0.000721,0.000800,0.000399,-0.000324,0.000021,1.000000
14.153425,1.000000,3.000000,17.000000,1.000000,0.009830,119.000000,111.000000,28.000000,25.000000,23.000000,28.000000,3.200000,2.600000,2.600000,1.857143,2.000000,1.916667,1.500000,3.250000,2.500000,2.833333,0.500000,0.630000,0.000000,0.170000,0.000000,0.670000,0.290000,-1.250000,1.000000,-1.330000,-1.170000,-0.400000,-1.330000,-0.430000,0.000000,1.000000,1.000000,2.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,1.000000,1.000000,0.000166,0.001088,-0.000197,0.001018,0.000031,-0.000028,1.000000
14.353425,1.000000,4.000000,22.000000,0.000000,0.000370,123.000000,142.000000,20.000000,24.000000,20.000000,33.000000,2.200000,2.400000,2.400000,1.857143,2.200000,2.500000,2.750000,2.000000,2.250000,3.333333,0.750000,0.500000,0.000000,0.000000,0.000000,0.000000,0.000000,-1.500000,1.000000,-1.670000,-1.330000,-2.000000,-0.670000,-0.140000,0.000000,1.000000,1.000000,1.000000,1.000000,0.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,0.000000,1.000000,1.000000,0.000000,1.000000,0.000000,0.000000,1.000000,0.000890,-0.000523,0.000295,-0.000183,0.000104,-0.000132,1.000000
15.068493,0.000000,3.000000,18.000000,1.000000,0.005770,119.000000,117.000000,20.000000,22.000000,23.000000,37.000000,2.400000,2.200000,2.200000,1.714286,3.000000,1.583333,2.583333,2.916667,2.666667,3.250000,0.500000,0.750000,0.000000,0.000000,0.200000,1.000000,0.000000,-1.500000,1.250000,-1.670000,-1.330000,-1.600000,0.000000,-0.290000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000129,0.001476,0.000109,-0.000902,-0.000013,-0.000015,1.000000
13.967123,1.000000,3.000000,16.000000,1.000000,0.033100,92.000000,105.000000,26.000000,15.000000,18.000000,27.000000,2.000000,1.600000,1.600000,2.285714,2.200000,2.500000,2.333333,1.250000,2.750000,2.416667,0.500000,0.380000,0.000000,0.170000,0.000000,0.000000,0.000000,-1.000000,0.130000,-1.330000,-1.330000,0.000000,-0.330000,0.140000,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,1.000000,1.000000,0.000000,1.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,1.000000,0.000621,0.000533,-0.000643,0.000732,-0.000066,-0.000101,1.000000
15.364384,1.000000,3.000000,16.000000,0.000000,0.011900,100.000000,111.000000,33.000000,18.000000,24.000000,34.000000,2.000000,2.400000,2.400000,1.857143,3.400000,2.166667,2.500000,2.916667,2.416667,1.833333,0.500000,0.630000,0.330000,0.170000,0.400000,1.000000,0.430000,-1.250000,0.880000,-1.670000,-0.500000,-1.200000,-0.330000,0.140000,0.000000,0.000000,0.000000,1.000000,2.000000,1.000000,0.000000,2.000000,0.000000,1.000000,0.000000,1.000000,1.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000339,0.000684,0.001577,-0.000398,-0.000186,-0.000063,1.000000
14.095890,0.000000,3.000000,17.292035,1.000000,0.038700,81.000000,87.000000,28.000000,22.000000,35.000000,29.000000,2.000000,2.400000,2.400000,1.857143,2.200000,1.500000,1.916667,2.000000,2.666667,2.666667,0.750000,0.630000,0.000000,0.170000,0.000000,0.000000,0.430000,-1.500000,1.250000,-1.330000,-1.330000,-1.600000,-0.330000,-0.570000,0.000000,1.000000,1.000000,0.000000,1.000000,1.000000,1.000000,1.000000,0.000000,0.000000,0.000000,2.000000,0.000000,0.000000,0.000000,1.000000,0.000000,1.000000,1.000000,2.000000,0.000110,0.001478,-0.003062,-0.000378,-0.000107,0.000052,1.000000
14.820000,0.000000,4.000000,23.000000,1.000000,0.019100,96.539326,106.909091,26.000000,27.000000,31.000000,17.000000,3.000000,1.800000,1.800000,2.000000,2.800000,2.833333,1.500000,2.416667,2.666667,1.916667,1.000000,0.750000,0.000000,0.670000,0.600000,0.670000,0.140000,-1.250000,1.250000,-1.670000,-1.670000,-1.000000,-1.330000,0.290000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,1.000000,0.000000,1.000000,0.000000,0.000000,1.000000,1.000000,1.000000,0.000000,0.000000,1.000000,0.000000,-0.000187,0.001519,-0.000562,-0.000375,-0.000362,-0.000146,1.000000
15.695890,0.000000,3.000000,20.000000,1.000000,0.025500,149.000000,130.000000,26.000000,22.000000,29.000000,21.000000,2.400000,2.800000,2.800000,2.142857,2.000000,1.583333,1.916667,1.583333,2.750000,1.666667,0.750000,0.500000,0.330000,0.670000,0.200000,0.330000,0.000000,-0.750000,1.250000,-1.000000,-1.330000,-1.000000,-0.330000,-0.290000,0.000000,1.000000,1.000000,0.000000,0.000000,1.000000,2.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,2.000000,1.000000,0.000772,0.001214,0.000469,0.000536,0.000051,-0.000025,1.000000
